Цена;Площадь_участка;Площадь_помещения;Стоимость_специальных_возможностей;Расстояние_до_ближайшей_железнодорожной_линии;Расстояние_до_океана;Расстояние_до_ближайшего_водоема_;Расстояние_до_центрального_делового_района_Майами;Расстояние_до_ближайшего_субцентра;Расстояние_до_ближайшего_шоссе;Возраст_строения;Шум_от_самолетов;Месяц_продажи;Качество_строения
442000;5000;1534;609;3790;18485;325;28514;27170;10727;29;0;10;4
1100000;8835;2621;20194;4172;18024;184;28626;26949;11140;7;0;6;5
660000;8099;2368;20085;3021;19271;468;28381;27619;9921;6;0;11;5
460000;6975;1855;25122;4250;17950;158;28653;26914;11238;56;0;4;2
360000;6050;1589;0;1962;20414;1505;28281;28281;8792;88;0;11;4
410000;3920;1609;2592;3604;18637;273;28624;27373;10585;12;0;10;4
480000;4900;1964;2592;3638;18589;269;28632;27350;10624;12;0;2;4
560000;8641;2325;1044;3046;19138;530;28532;27663;9974;32;0;3;4
615000;9000;1782;3899;3721;18405;162;28760;27340;10762;25;0;6;2
615000;10000;2701;0;4443;17593;139;28975;26955;11565;59;0;3;2
1055000;11104;2391;4968;3535;18528;45451;28881;27532;10629;51;0;8;5
345000;6600;1138;998;2967;19119;502;28842;27936;10035;18;0;1;4
421000;6600;1138;998;2967;19119;502;28842;27936;10035;18;0;6;4
935000;10300;2026;1669;4254;17655;45491;29283;27273;11510;62;0;6;5
205000;7200;1110;0;1828;25872;5095;21773;21773;2561;5;0;12;2
130000;5400;1472;1824;1652;28248;5968;22249;22249;130;89;0;9;1
165000;4050;1054;793;1568;26205;5158;22075;22075;2256;5;0;2;2
180000;4897;1340;1200;1487;25444;4537;22127;22127;3008;75;0;10;2
170000;9120;2395;407;1159;28149;5459;22640;22640;297;69;0;3;1
95000;12500;1770;0;1179;27400;5287;22544;22544;1000;67;0;5;1
105000;6250;1020;1740;1183;27106;5235;22555;22555;1298;77;0;8;1
78000;6250;1185;1334;833;27439;4951;22934;22934;983;70;0;1;1
134800;4905;2250;2036;736;27147;4794;23003;23003;1300;90;0;1;2
150000;5250;923;0;600;27135;3347;24387;24387;1478;77;0;6;2
132900;4400;1027;0;604;25651;3229;24312;24312;2944;79;0;7;2
100000;5300;1344;0;620;23574;1341;24651;24651;5071;91;0;9;4
120000;6225;1309;506;1174;26390;2746;24907;24907;2270;76;0;10;2
103000;4075;1187;1445;699;23643;1176;25068;25068;5044;17;0;8;4
140000;4350;1197;2160;2039;25064;1308;26316;26316;4031;91;0;3;4
125000;3188;1072;850;1709;24742;970;26710;26710;4380;92;0;10;1
365000;6300;1900;5542;472;23492;596;27022;27022;5599;27;0;5;4
135000;3400;988;0;1731;24754;640;27040;27040;4389;71;0;9;1
250000;7616;1253;2612;181;23196;313;27050;27050;5919;63;0;5;1
185000;5960;1454;1578;937;23940;497;27186;27186;5212;79;0;1;1
310000;12600;3456;4144;522;23502;306;27272;27272;5606;82;0;6;1
259000;5500;1276;1793;733;23661;136;27512;27512;5487;33;0;2;2
84000;3640;904;1300;3102;31415;9433;22898;22898;6605;41;0;7;2
85000;6123;926;0;2112;32452;10568;24546;24546;7558;80;0;7;2
145000;3600;1218;4224;2759;31793;9193;23284;23284;6779;7;0;7;2
140000;3600;1209;614;2759;31721;9039;23129;23129;6422;6;0;8;2
75000;3600;1053;1232;2663;31810;8968;23221;23221;6462;44;0;2;2
120000;3862;1027;270;2673;31747;8844;23083;23083;6136;42;0;10;1
169000;3400;1433;496;2536;31859;8655;23147;23147;5972;26;0;12;2
160000;8160;2340;6738;1509;32969;10537;25148;25148;7906;8;0;2;1
81400;6950;1301;2693;2054;32663;9860;24589;24589;7947;68;0;10;1
77000;5598;1259;0;2331;32387;9245;24047;24047;7633;66;0;4;1
175000;5200;1393;1694;2226;32505;9211;24176;24176;7733;67;0;10;4
100000;3600;974;840;2226;32382;8885;23908;23908;7114;26;0;8;2
75000;3600;863;1120;2226;32374;8865;23891;23891;7075;58;0;4;2
156500;6800;2355;861;2232;32118;8299;23341;23341;5777;51;0;11;1
118000;3600;1028;0;2005;32667;8864;24249;24249;7436;38;0;12;2
100000;7000;2264;0;556;33784;11031;26189;26189;8258;42;0;4;2
139000;7000;2264;0;556;33784;11031;26189;26189;8258;42;0;7;2
97000;7000;1157;1456;757;33782;10491;26036;26036;8496;60;0;5;2
169000;10800;2663;0;1830;32192;7261;22965;22965;3775;66;0;12;1
101500;6950;1168;2079;1652;33119;8923;24820;24820;8074;60;0;12;1
90000;3600;1097;715;1662;32858;8211;24256;24256;6742;55;0;8;2
84000;3600;1221;774;1650;32714;7832;23935;23935;5941;36;0;8;1
88000;3600;855;2452;1570;33022;8326;24497;24497;7116;29;0;11;2
82000;3600;938;510;1345;32983;7488;24150;24150;5786;66;0;10;2
95000;4000;1034;0;1210;33382;8068;24847;24847;7202;20;0;4;2
72000;4000;959;892;1113;33545;8163;25074;25074;7523;28;0;1;2
90000;4000;959;892;1113;33545;8163;25074;25074;7523;28;0;2;2
105000;4000;959;892;1113;33545;8163;25074;25074;7523;28;0;4;2
79000;4000;1229;1320;1113;33537;8139;25056;25056;7482;65;0;8;2
90000;5400;1995;0;1031;32523;6553;23787;23787;4000;58;0;3;1
129000;3640;1072;358;890;33500;7244;24714;24714;6161;31;0;8;2
155000;7600;1392;766;744;33883;7815;25367;25367;7462;13;0;6;2
90000;3800;858;0;744;33875;7792;25350;25350;7422;32;0;9;2
150000;3800;1410;0;751;33726;7390;25042;25042;6685;9;0;7;2
95000;3600;1542;0;755;33628;7127;24835;24835;6170;78;0;10;1
205000;5400;1805;0;752;33595;7036;24763;24763;5985;26;0;11;2
150000;7000;1006;3496;307;34519;8125;26195;26195;8363;24;0;3;2
155000;5555;1337;2856;158;34545;7479;26029;26029;7533;29;0;4;2
283000;7100;1271;8133;979;29131;273;25685;21903;356;66;1;8;4
240000;7100;1083;1740;858;30375;1014;26628;23190;1672;26;1;5;4
285000;5000;1647;1120;2222;31261;188;27874;23350;2314;22;1;5;4
310000;8905;2941;2991;1293;30995;1183;27190;23722;2255;69;1;9;4
335000;5600;1887;42180;1711;31247;930;27566;23745;2398;25;1;11;4
250000;5450;1638;3239;2686;32268;933;28590;24511;3364;40;1;9;4
260000;6540;1814;1458;2790;32545;1251;28746;24883;3678;58;1;2;4
244000;6540;1340;4237;2294;32397;1697;28417;25009;3645;69;1;5;4
175000;6540;1466;1877;2232;32363;1741;28366;25005;3625;71;1;3;4
235000;7085;1211;21988;1329;31870;2336;27624;24960;3428;66;1;7;4
275000;10333;1443;5545;4885;34087;110;30746;25498;5142;70;1;6;4
220000;6780;1227;3374;2500;32812;1861;28781;25396;4060;38;1;2;4
285000;9155;1388;970;4974;34340;280;30919;25781;5391;20;1;12;4
240000;6955;1497;7412;1891;32694;2456;28428;25619;4145;69;1;6;4
182500;6000;1171;4468;837;32197;3199;27618;25658;3904;57;1;2;4
235000;6000;1171;4468;837;32197;3199;27618;25658;3904;57;1;5;4
230000;6441;1501;3186;2755;33299;2009;29226;25830;4538;66;1;1;4
230000;6000;1295;8391;835;32274;3271;27671;25754;3990;57;1;8;4
285000;6900;1506;7157;4531;34482;989;30815;26230;5538;31;1;8;4
215000;6471;1037;0;2754;33612;2287;29442;26203;4891;36;1;12;4
256000;7590;1448;39656;4022;34363;1476;30515;26366;5453;62;1;4;4
184900;6420;1268;1309;2381;33635;2732;29297;26445;5039;69;1;6;4
195000;6360;1114;8820;3022;34370;2671;30080;26960;5672;67;1;1;4
266000;6890;1992;10962;1368;33502;3765;28768;26871;5220;67;1;8;4
285000;6360;1709;3545;2528;34539;3389;29991;27440;6030;69;1;11;4
180000;6750;865;1763;4823;36198;2181;32138;28131;7306;60;1;1;2
225000;6750;865;1763;4823;36198;2181;32138;28131;7306;60;1;11;2
250000;6890;1952;14869;1919;34538;4069;29740;27779;6246;69;1;3;4
250000;8240;2100;1989;1875;34872;4403;29964;28194;6612;64;1;6;4
175000;7500;1367;580;2518;35411;4170;30616;28473;7034;70;1;10;4
215900;6750;1256;671;4476;36853;2779;32605;28917;8008;61;1;5;2
229000;6480;1215;2545;1359;34941;5012;29809;28555;6782;24;1;1;4
228900;6180;1675;2549;735;34685;5467;29372;28600;6657;63;1;4;4
248000;7500;1237;1440;3186;35972;3919;31292;28771;7438;69;1;11;4
250000;6540;955;6559;1632;35341;5065;30214;28868;7160;24;1;10;4
290000;7725;1776;5843;1791;35487;5011;30390;28941;7285;64;1;6;4
164000;6540;957;1641;1094;35176;5503;29881;28967;7104;64;1;9;4
220000;8349;1148;1640;2740;36039;4469;31166;29087;7668;64;1;2;4
250000;6000;1414;7508;2208;35770;4840;30759;29057;7521;24;1;7;4
210000;6000;1107;4493;2270;35929;4912;30901;29208;7682;64;1;1;4
250900;13800;1346;0;1495;24868;1688;20617;20242;2695;36;0;5;1
240000;13800;1496;9349;1204;26027;1422;21970;20673;1827;31;0;3;1
145300;4240;1259;0;405;27728;4288;22336;22336;504;8;1;6;4
130000;4000;969;0;915;28342;4467;22933;22933;1021;52;1;12;4
139900;8970;862;6544;1214;28821;4381;23495;23495;1361;79;1;6;4
90000;6033;1318;1065;680;27825;5840;21760;21760;1302;31;1;2;4
195000;7623;1653;1750;1522;28817;5048;23208;23208;1623;0;1;3;2
150000;7150;1650;498;1686;29021;5075;23414;23414;1790;76;1;9;4
130000;7600;1213;3048;160;28125;6613;21758;21758;1880;75;0;2;4
105000;5450;1029;0;1907;29632;4973;24120;24120;2226;56;1;1;4
242000;11336;3305;51302;2069;29315;5404;23579;23579;2170;33;1;1;4
117000;5610;1260;0;2122;29501;5487;23762;23762;2330;67;1;1;4
215000;5610;1607;5522;2148;29477;5520;23721;23721;2328;23;1;11;4
136200;8250;1542;7276;1972;29646;5492;23911;23911;2446;66;1;5;4
165000;5500;1128;3750;1331;30267;5216;24734;24734;2804;46;1;8;4
170000;8360;1941;5218;678;29112;6876;22729;22729;2710;59;0;8;4
165000;5500;1251;2055;1001;30549;5213;25067;25067;3017;9;1;7;4
160000;10620;1252;0;1352;29612;6658;23387;23387;2959;69;0;7;4
111000;5500;1056;0;1068;30580;5678;24897;24897;3211;64;1;6;4
179900;4500;1086;5640;1195;29669;6906;23368;23368;3093;30;0;6;4
120000;4500;1178;1398;1670;29939;6646;23766;23766;3175;90;0;12;4
165000;4500;1206;330;996;29671;7088;23290;23290;3181;86;0;10;4
146500;4600;1146;2091;1415;29961;6915;23681;23681;3313;29;0;3;4
240000;12960;2340;7407;1214;30278;7330;23849;23849;3744;56;0;8;4
165000;9720;1813;0;792;30134;7628;23572;23572;3765;58;0;3;4
142000;4320;1169;3180;1060;30458;7630;23931;23931;4004;80;0;8;4
130000;5160;894;0;1558;30988;7646;24541;24541;4365;62;0;7;2
179000;5160;2086;1609;304;30528;8452;23701;23701;4392;25;0;12;2
160000;5160;1087;2903;928;30929;8181;24257;24257;4563;54;0;6;2
186000;5160;1176;0;1558;31297;7916;24787;24787;4699;13;0;12;4
140000;3480;1016;1862;1329;31431;7790;24995;24995;4728;5;0;4;4
195000;5160;1450;6911;1480;31483;8039;24953;24953;4880;9;0;11;4
76000;5160;947;1859;502;31214;8810;24333;24333;5039;70;0;9;2
180000;5160;1319;13480;693;32209;7987;25804;25804;5353;53;0;2;2
200000;5160;1456;3192;1007;31889;8928;25065;25065;5558;7;0;7;4
140000;5160;873;1504;545;31726;9197;24768;24768;5566;63;0;11;2
185000;5400;1450;1302;1243;32308;8596;25688;25688;5687;9;0;6;4
179000;5160;1326;1360;229;31925;9656;24833;24833;5916;43;0;4;1
106500;5160;1274;896;804;32825;8480;26301;26301;6019;63;0;7;2
130000;5160;1117;4435;922;32985;8645;26417;26417;6207;18;0;5;2
198000;5160;1450;7426;1272;33042;9329;26234;26234;6539;11;0;8;4
107800;4840;1216;0;155;26103;6330;19681;19681;331;44;0;11;1
120000;5371;922;1095;222;25852;6795;19180;19180;381;26;0;3;2
120000;5060;1290;2208;311;26128;6553;19601;19601;460;68;0;11;1
100000;4440;1450;440;280;25042;7292;17577;17577;418;91;0;11;2
110000;4440;1424;1914;288;24994;7255;17474;17474;419;52;0;5;1
140000;5550;1437;2613;364;25299;7532;17997;17997;513;9;0;7;2
160000;7770;1163;0;531;25511;7742;18231;18231;681;19;0;12;2
195000;5118;1490;0;438;26588;6355;20204;20204;677;0;0;11;2
115000;4884;1940;2082;939;25639;7908;18030;18030;1073;69;0;12;1
110000;5550;1208;1276;1172;26318;8216;19113;19113;1324;44;0;4;1
145000;4884;1988;1198;1489;26165;8446;18466;18466;1623;91;0;8;1
120000;4796;887;2162;1720;26632;8871;19138;19138;1870;64;0;10;2
119000;4360;1491;11709;1871;26944;8816;19587;19587;2022;32;0;10;2
132000;4796;1206;148;1903;26608;8887;18887;18887;2045;90;0;9;2
182000;4360;1075;0;1974;27056;8872;19693;19693;2126;16;0;12;4
180000;4796;1450;2333;1984;26898;9138;19375;19375;2134;10;0;1;2
96800;4796;901;4939;2158;26947;9208;19281;19281;2307;80;0;1;1
175000;4360;1331;9928;2252;27270;9176;19818;19818;2403;0;0;3;2
205000;4400;1545;2644;2280;27239;9276;19728;19728;2431;1;0;1;2
98000;9696;1459;2255;2417;27325;9493;19749;19749;2567;65;0;6;1
170000;5399;1091;0;2689;27640;9574;20072;20072;2840;12;0;9;2
95000;4360;1152;0;2680;27754;9323;20305;20305;2832;90;0;1;2
105000;4796;1109;0;2693;27460;9730;19717;19717;2841;79;0;3;1
118500;5046;1273;1368;448;28906;7868;22085;22085;3036;62;0;7;1
86500;4400;1585;0;2799;28122;9565;20628;20628;3205;79;0;4;1
182000;4400;1410;0;3083;28008;9854;20378;20378;3234;12;0;7;1
150000;6600;894;1566;3112;27611;9975;19565;19565;3236;26;0;11;2
105000;5500;1387;3588;3121;27542;9947;19408;19408;3242;69;0;4;1
90000;4360;1018;0;2312;28533;9445;21137;21137;3472;60;0;11;1
112500;5500;999;1470;3340;28129;10366;20344;20344;3490;88;0;10;1
174000;5000;1387;634;3422;28352;10312;20613;20613;3649;20;0;6;2
160000;8888;1450;1881;821;29306;8564;22273;22273;3662;70;0;5;1
105000;5250;1760;2280;3601;28366;10587;20532;20532;3751;67;0;5;1
172500;5000;1500;5046;3356;28604;10454;20846;20846;3897;22;0;5;2
165000;5000;1222;4200;3786;28367;10703;20342;20342;3921;24;0;9;2
80000;6000;1173;3295;3798;28303;10669;20204;20204;3923;51;0;10;1
125000;6600;1620;1760;4045;28515;10900;20358;20358;4169;67;0;2;1
106000;3870;870;700;676;30195;9127;23068;23068;4526;26;0;3;2
102000;5565;1443;0;4018;29230;11515;21187;21187;4736;65;0;3;1
169000;5250;1011;770;4620;29022;11449;20745;20745;4742;52;0;9;1
95000;5250;1008;1500;4621;29011;11446;20721;20721;4743;71;0;8;1
85000;5565;1082;550;4020;29333;11595;21278;21278;4843;66;0;4;1
182000;4280;1205;352;1860;30153;10202;22637;22637;5033;16;0;3;4
129900;6901;1217;0;1235;30393;9806;23050;23050;5002;9;0;7;2
180000;10500;2091;0;3565;29698;11449;21724;21724;5105;62;0;7;4
149000;5250;1690;605;3764;29660;11599;21647;21647;5107;58;0;10;2
123100;4280;1239;728;1820;30358;10307;22845;22845;5210;11;0;1;2
180000;4280;1300;0;1499;30567;10179;23124;23124;5294;7;0;5;2
130000;5250;946;0;4135;29815;11432;21676;21676;5367;29;0;11;2
175000;5350;1266;280;947;30898;9956;23576;23576;5396;21;0;9;2
155000;5640;1628;364;2461;30483;10985;22759;22759;5570;11;0;8;2
93000;5200;1051;660;4089;30072;11219;21919;21919;5619;28;0;3;2
89000;5250;1109;384;4663;29920;10946;21596;21596;5627;76;0;11;2
95000;6430;952;0;3407;30401;11367;22408;22408;5772;80;0;12;2
147000;6345;1392;0;3635;30344;11259;22293;22293;5776;14;0;12;2
149000;8500;1516;1966;2535;30712;11234;22926;22926;5845;67;0;11;1
125000;8540;967;0;754;31527;10302;24170;24170;5974;68;0;5;2
205000;6345;1482;570;3543;30689;11012;22625;22625;6108;7;0;12;2
98000;6345;1466;1792;3813;30622;10881;22490;22490;6112;79;0;11;2
95000;7000;1009;1260;4137;30445;10526;22118;22118;6123;30;0;1;2
195000;5640;1490;540;1592;31388;10930;23804;23804;6193;0;0;11;2
170000;6345;1214;0;3498;30836;10910;22769;22769;6248;11;0;11;2
191000;5640;1472;2040;858;31813;10621;24390;24390;6316;0;0;9;2
94800;5536;1648;798;3623;26704;8860;17359;17359;1808;76;0;6;2
150000;5600;1458;1785;3105;27357;9889;19015;19015;3231;49;0;2;2
127000;5400;1168;963;3795;26831;8795;17459;17459;1728;53;0;4;2
237000;5400;1303;0;4106;26796;8230;17286;17286;1158;21;0;4;4
150000;6600;1298;0;3356;27551;10140;19112;19112;3485;92;0;7;2
140000;7152;1191;4017;4273;27137;8450;17656;17656;1335;26;0;4;4
265000;7152;1191;4017;4273;27137;8450;17656;17656;1335;26;0;11;4
112500;5250;1633;1650;3641;27913;10428;19555;19555;3764;41;0;7;2
190000;3750;1203;358;4345;27180;8404;17685;17685;1281;16;0;9;4
84000;4500;1210;1257;4485;27448;8565;17970;17970;1397;65;0;8;1
150000;6000;1358;4522;3923;27868;10788;19018;19018;3950;72;0;3;2
145000;6030;1148;1449;4525;27577;8726;18127;18127;1537;36;0;2;2
169000;4770;1277;2700;4678;27667;8605;18180;18180;1393;36;0;6;2
115000;5000;885;1200;4086;27977;10885;19050;19050;3691;46;0;3;2
86000;6480;1019;2828;5004;27652;8057;18037;18037;830;68;0;11;1
125000;5250;1021;590;4623;28768;11303;20171;20171;4755;36;0;6;2
110000;5250;1199;1375;4622;28702;11199;20014;20014;4759;37;0;10;2
135000;6800;1975;1254;5346;28376;8732;18851;18851;1343;45;0;10;1
257500;7875;2403;0;4878;28874;10841;20046;20046;4320;26;0;9;4
105000;5330;890;0;5316;28576;9211;19144;19144;1798;57;0;10;2
139000;5244;1650;1590;5040;29165;10634;20367;20367;4528;48;0;9;2
141000;6300;1461;0;5042;28878;9802;19557;19557;2349;52;0;4;4
95000;6636;1175;672;4935;28947;9357;19509;19509;1862;64;0;4;1
125000;6960;1307;6308;4932;28986;9464;19569;19569;1967;63;0;4;1
255000;6300;1167;0;4774;29101;9345;19641;19641;1814;13;0;9;4
75000;5550;929;1918;4667;29430;10111;20444;20444;3902;70;0;7;1
140000;6120;1217;0;4667;29315;9832;20118;20118;3007;71;0;1;2
128000;5300;1077;3791;4506;29764;10268;21046;21046;5060;36;0;3;4
125000;5300;1022;840;4405;29922;10254;21255;21255;5313;88;0;7;2
115000;6148;1018;2821;4502;29400;9423;20009;20009;2220;26;0;3;2
90000;5300;1131;1680;4402;29830;10089;21042;21042;4819;70;0;3;1
154500;8025;1794;6771;4391;29491;9233;20028;20028;1935;56;0;1;1
120000;5300;1124;1106;4238;29994;9949;21206;21206;4892;26;0;7;4
175000;5300;1124;1106;4238;29994;9949;21206;21206;4892;26;0;12;4
125000;5300;1268;6836;4138;30007;9705;21092;21092;4412;31;0;9;1
89000;6741;1094;1008;4132;29791;9119;20423;20423;2472;70;0;7;1
89900;5680;1013;0;4010;29943;9210;20712;20712;3117;67;0;11;1
118000;5300;863;460;3988;30144;9506;21170;21170;4244;31;0;1;2
80000;5680;902;479;4010;29939;9196;20699;20699;3078;16;0;6;1
115000;5300;1067;1064;3880;30304;9514;21418;21418;4658;69;0;3;1
95000;6955;968;0;3868;30006;8692;20494;20494;1924;46;0;5;2
179900;5300;1489;0;3620;30647;9435;21862;21862;5211;10;0;6;4
130000;5850;1346;1198;3033;30023;7798;21192;21192;1652;75;0;2;2
129000;6962;1296;1430;3033;29968;7790;21178;21178;1596;68;0;12;1
75000;6148;1199;1033;2880;30657;7818;21518;21518;2262;78;0;5;1
149500;8480;1794;2308;2775;31181;7970;21844;21844;3042;48;0;7;1
150000;5300;1156;1416;2778;30273;7607;21511;21511;1863;26;0;11;2
80000;5375;1009;472;2774;29912;7507;21420;21420;1496;79;0;2;1
75000;4240;1099;0;2619;31340;7849;22014;22014;3125;56;0;3;1
99900;5300;1097;1461;2512;29702;7191;21625;21625;1252;80;0;12;1
95000;5300;954;885;2512;29655;7178;21614;21614;1205;36;0;6;2
147500;6000;1222;1740;1383;29060;5916;22622;22622;541;66;0;12;2
187500;6250;1151;1335;4812;27097;6196;18185;18185;1161;13;0;11;2
199000;4250;1007;1650;5329;28206;7318;18671;18671;97;76;0;7;2
135000;4750;1105;0;959;23201;2990;18294;18294;5076;26;0;2;2
163000;4750;1105;0;959;23201;2990;18294;18294;5076;26;0;7;2
200400;6250;1087;0;5014;27944;7154;18928;18928;324;27;0;8;2
130000;5000;1189;2787;661;22955;3093;18676;18676;5295;31;0;1;1
72000;5000;1128;738;4517;27642;7021;19317;19317;631;80;0;10;1
80000;4462;908;1157;4372;26701;6192;19187;19187;1556;52;0;4;1
130500;5500;1307;1210;3969;27612;7196;19828;19828;626;51;0;9;1
115000;6750;1420;0;2278;24694;4642;19541;19541;3534;80;0;5;1
110000;5284;1489;0;2138;24569;4496;19626;19626;3677;36;0;3;2
184000;5284;1489;0;2138;24569;4496;19626;19626;3677;36;0;5;2
175000;5200;1503;440;2956;25396;5306;19750;19750;2866;41;0;8;2
175000;8100;1264;522;2954;25537;5327;20564;20564;2742;36;0;9;2
134900;4750;975;1009;1922;24537;4315;20757;20757;3804;26;0;3;2
160000;5580;1831;1690;2548;26420;6016;21135;21135;1947;30;0;8;2
120000;9516;1087;870;2195;26313;5707;21376;21376;2087;63;0;12;1
90300;6750;996;2146;1024;25015;3876;22536;22536;3470;78;0;10;1
119000;5000;1258;1265;967;25326;4053;22666;22666;3118;77;0;3;1
2000000;17605;3583;37087;987;21036;479;13736;13736;959;35;0;11;4
2250000;13136;3067;41400;1444;20590;289;14420;14420;1565;21;0;1;5
1330000;13042;3325;22986;1543;20501;291;14549;14549;1690;46;0;12;4
2500000;13760;3362;55598;526;21518;1066;14596;14596;1854;13;0;10;5
2110000;13373;3571;47725;1418;20664;400;14974;14974;2120;21;0;12;5
1550000;23892;3197;20567;524;21558;1004;14978;14978;2230;58;0;11;4
2061300;17114;3853;21725;1125;20963;406;15216;15216;2378;46;0;4;5
1725000;15290;3112;22297;1942;20259;236;15853;15853;2997;64;0;8;4
1464000;13485;3031;24771;969;21277;332;16424;16424;3597;63;0;5;4
655600;8100;1958;0;1399;20833;361;16851;16851;3997;53;0;9;5
770000;9856;2052;21717;1216;21001;502;16924;16924;4076;63;0;3;5
1435000;8800;2684;43488;1635;20527;725;17288;17288;4425;16;0;7;5
750000;8800;1614;35967;1713;20450;726;17305;17305;4441;16;0;2;4
680000;8250;1487;1901;662;21508;1078;17265;17265;4458;21;0;6;4
606000;8800;2065;1351;1349;20788;886;17396;17396;4542;54;0;1;4
985000;6985;2139;37862;1269;20865;998;17490;17490;4638;21;0;7;5
770000;7975;2026;34326;1496;20614;1268;17812;17812;4953;41;0;5;5
790000;8250;1831;30110;604;21523;1834;18114;18114;5310;30;0;4;5
1535000;16500;2144;51855;1527;20526;997;18274;18274;5416;16;0;8;5
762500;8277;1963;1476;2054;20116;459;18829;18829;5966;46;0;6;4
1020000;12862;3180;0;668;21515;1785;18811;18811;6009;91;0;11;2
1060000;8400;2280;32644;1366;20868;1124;18937;18937;6088;21;0;8;4
975000;9514;2504;37204;1571;20659;882;19160;19160;6305;51;0;10;4
1530000;11340;2414;40963;1074;21158;1385;19158;19158;6325;16;0;6;5
1010000;14137;2696;30654;1778;20417;638;19295;19295;6436;66;0;10;4
530000;6050;1604;0;326;21979;2146;19212;19212;6261;16;0;4;4
450000;5500;1431;7268;438;21880;2053;19224;19224;6365;26;0;12;4
970000;6600;2101;14362;1332;20982;1195;19378;19378;6534;21;0;5;5
1175000;12030;4527;2464;1269;21012;1042;19798;19798;6960;56;0;12;4
912500;10000;1162;0;2447;23184;4254;12938;12938;144;75;0;2;2
475000;5000;1174;3943;1825;23379;3590;13001;13001;306;68;0;1;2
212000;5000;1322;1045;3299;23391;5079;13313;13313;343;26;0;7;2
150000;5000;1287;2028;3981;23476;5757;13555;13555;322;75;0;9;1
340000;5000;1740;4068;1887;23638;3602;13262;13262;566;19;0;2;4
380000;5000;1445;10751;3949;23911;6133;14065;14065;596;11;0;12;4
225000;5000;2197;6250;3777;24448;6476;14662;14662;219;35;0;1;2
185000;5800;859;1109;4253;24453;5868;14523;14523;886;37;0;1;2
150000;5800;1405;2191;4144;24455;5759;14500;14500;986;82;0;3;2
440000;7475;1747;0;116;22293;1694;14197;14197;1575;62;0;11;2
140000;5018;1033;3716;3826;24576;5431;14545;14545;1292;78;0;4;1
335000;5400;1218;6194;3535;24745;5125;14642;14642;1664;15;0;11;4
220000;5400;1379;672;3434;24752;5023;14627;14627;1702;26;0;2;4
287000;5400;1379;672;3434;24752;5023;14627;14627;1702;26;0;7;4
210000;5482;1469;923;3874;24788;5464;14754;14754;1290;51;0;9;4
220000;7200;1277;3382;2842;24811;4422;14567;14567;1775;70;0;6;2
180000;7200;1742;2394;2743;24820;4322;14558;14558;1781;76;0;3;2
190000;7200;1742;2394;2743;24820;4322;14558;14558;1781;76;0;5;2
270000;7200;1742;2394;2743;24820;4322;14558;14558;1781;76;0;7;2
330000;5400;1407;3012;4082;24833;5672;14841;14841;1127;17;0;12;4
320100;5250;1247;1657;1647;23823;3224;14522;14522;1875;78;0;12;4
335000;7150;988;3675;2094;24272;3673;14700;14700;2015;17;0;1;4
342000;5800;1116;2864;3451;25023;5027;14887;14887;1811;19;0;4;4
330000;5800;1292;1008;4483;25085;6062;15166;15166;774;26;0;7;4
300000;5800;1386;2183;3778;25126;5353;15050;15050;1502;22;0;8;4
285000;5800;1370;1680;3679;25131;5254;15034;15034;1604;23;0;8;4
275000;6700;2027;1008;4234;25289;5809;15300;15300;1074;46;0;5;2
200000;7500;1023;1379;3015;25199;4601;15109;15109;2301;75;0;3;1
220000;5050;1207;1200;2569;24759;4164;15066;15066;2334;46;0;4;4
582000;7000;1449;1066;516;22740;2129;15017;15017;2406;21;0;11;4
344000;5000;1173;0;3137;25325;4728;15217;15217;2224;17;0;8;4
203500;5000;1632;888;2893;25083;4489;15192;15192;2418;91;0;7;2
250000;7400;1198;304;3558;25449;5143;15310;15310;1800;28;0;8;4
369200;7400;1198;304;3558;25449;5143;15310;15310;1800;28;0;10;4
265000;7150;1006;0;3511;25457;5097;15308;15308;1853;23;0;5;4
340000;5055;1233;988;2743;24946;4296;15328;15328;2579;17;0;7;4
340000;5450;1681;280;2105;24322;3634;15336;15336;2660;56;0;5;2
379000;5000;1679;748;3146;25347;4691;15454;15454;2275;16;0;7;4
450000;5000;1577;829;2951;25156;4490;15436;15436;2476;16;0;5;4
255000;10725;1370;2604;3665;25788;5188;15653;15653;1752;67;0;8;2
440000;6500;1510;0;318;22594;1749;15542;15542;2915;26;0;11;4
350000;5500;1683;6233;1884;24125;3343;15566;15566;2916;68;0;1;2
345000;5000;1371;1008;4805;26072;6496;16197;16197;467;12;0;12;4
315000;7150;1082;3906;3867;26087;5318;15996;15996;1649;17;0;5;4
250000;5000;1282;4119;4703;26233;6713;16401;16401;212;21;0;4;4
290000;5200;1168;5806;2031;24297;3426;15872;15872;3221;23;0;12;4
185000;5000;1165;924;4804;26335;6719;16499;16499;259;45;0;5;2
380000;5700;2050;3102;1762;24046;3130;15981;15981;3349;70;0;11;5
500000;5600;1645;2760;1810;24093;3178;15988;15988;3353;16;0;12;4
350000;5350;1642;3525;1988;24280;3343;16116;16116;3472;26;0;3;4
130000;5500;1216;2746;2613;24897;3969;16242;16242;3037;88;0;8;1
205000;5280;1171;1713;4181;26450;5537;16686;16686;1443;92;0;7;2
387500;11000;2087;3996;2052;24403;3387;16625;16625;3671;74;0;3;2
